StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,id_prolific,check,assertion_36_31,assertion_36_34,assertion_36_35,assertion_36_37,assertion_36_38,assertion_36_40,assertion_36_41,assertion_36_42,assertion_36_45,assertion_32_31,assertion_32_34,assertion_32_35,assertion_32_37,assertion_32_38,assertion_32_40,assertion_32_41,assertion_32_42,assertion_32_45,assertion_33_31,assertion_33_34,assertion_33_35,assertion_33_37,assertion_33_38,assertion_33_40,assertion_33_41,assertion_33_42,assertion_33_45,question_36_31,question_36_34,question_36_35,question_36_37,question_36_38,question_36_40,question_36_41,question_36_42,question_36_45,question_32_31,question_32_34,question_32_35,question_32_37,question_32_38,question_32_40,question_32_41,question_32_42,question_32_45,question_33_31,question_33_34,question_33_35,question_33_37,question_33_38,question_33_40,question_33_41,question_33_42,question_33_45,assertion_39_31,assertion_39_34,assertion_39_35,assertion_39_37,assertion_39_38,assertion_39_40,assertion_39_41,assertion_39_42,assertion_39_45,assertion_44_31,assertion_44_34,"assertion_44_35 ",assertion_44_37,assertion_44_38,assertion_44_40,assertion_44_41,assertion_44_42,assertion_44_45,assertion_43_31,assertion_43_34,assertion_43_35,assertion_43_37,assertion_43_38,assertion_43_40,assertion_43_41,assertion_43_42,assertion_43_45,question_39_31,question_39_34,question_39_35,question_39_37,question_39_38,question_39_40,question_39_41,question_39_42,question_39_45,question_44_31,question_44_34,question_44_35,question_44_37,question_44_38,question_44_40,question_44_41,question_44_42,question_44_45,question_43_31,question_43_34,question_43_35,question_43_37,question_43_38,question_43_40,question_43_41,question_43_42,question_43_45,PROLIFIC_PID
2022-12-23 14:07:42,2022-12-23 14:09:47,0,100,125,1,2022-12-23 14:09:48,R_QakQ4zyNItbyOGd,anonymous,EN,1,62a8d2961bb3819dc4f834bd,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62a8d2961bb3819dc4f834bd
2022-12-23 14:08:09,2022-12-23 14:10:04,0,100,114,1,2022-12-23 14:10:04,R_2rJwS6KceC9VaJK,anonymous,EN,1,5e612ecc86a23003331a385f,"I pay attention ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e612ecc86a23003331a385f
2022-12-23 14:08:45,2022-12-23 14:10:09,0,100,84,1,2022-12-23 14:10:10,R_7X4Dtxp2zJG6NxL,anonymous,EN,1,59f0acf65de9b000017ed914,"I pay attention ",2,2,2,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59f0acf65de9b000017ed914
2022-12-23 14:08:30,2022-12-23 14:11:04,0,100,154,1,2022-12-23 14:11:05,R_12yiyXqJOM78tFh,anonymous,EN,1,61646d6e4b80050f00b2485f,I pay attention,,,,,,,,,,,,,,,,,,,2,2,1,1,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61646d6e4b80050f00b2485f
2022-12-23 14:10:03,2022-12-23 14:11:09,0,100,65,1,2022-12-23 14:11:09,R_bfm3ZNnLNtQwLL3,anonymous,EN,1,5c75471e5eb59f000131c7a4,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c75471e5eb59f000131c7a4
2022-12-23 14:10:49,2022-12-23 14:11:50,0,100,60,1,2022-12-23 14:11:50,R_eFGBFZ1d8w8hKlX,anonymous,EN,1,5b0967ff1c95000001fcb6ce,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,2,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b0967ff1c95000001fcb6ce
2022-12-23 14:10:31,2022-12-23 14:12:47,0,100,136,1,2022-12-23 14:12:49,R_1Fo0MuGjXt5vWQX,anonymous,EN,1,5dd9389d23f9f18b90cb69ce,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,2,1,1,1,,,,,,,,,,5dd9389d23f9f18b90cb69ce
2022-12-23 14:11:38,2022-12-23 14:13:23,0,100,104,1,2022-12-23 14:13:23,R_1pm73XkMJLCpm6N,anonymous,EN,1,6004d426710b3c300a1259ee,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6004d426710b3c300a1259ee
2022-12-23 14:10:10,2022-12-23 14:13:42,0,100,211,1,2022-12-23 14:13:43,R_1hTpr3FbxkMTmok,anonymous,EN,1,5feeeea3341f421a1fd59597,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,1,1,1,1,5feeeea3341f421a1fd59597
2022-12-23 14:12:05,2022-12-23 14:14:01,0,100,116,1,2022-12-23 14:14:01,R_DoUYz0ZXSbpRQWt,anonymous,EN,1,6266a84a363636eab2c40c41,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6266a84a363636eab2c40c41
2022-12-23 14:12:41,2022-12-23 14:14:11,0,100,89,1,2022-12-23 14:14:11,R_QhPctySrv6HztwR,anonymous,EN,1,5f218ec7604e35564a7ea1ea,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f218ec7604e35564a7ea1ea
2022-12-23 14:12:59,2022-12-23 14:14:20,0,100,80,1,2022-12-23 14:14:20,R_12g4w8FbpCOPqt7,anonymous,EN,1,6127072ecbce58c5df452c58,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,6127072ecbce58c5df452c58
2022-12-23 14:10:21,2022-12-23 14:14:20,0,100,238,1,2022-12-23 14:14:20,R_3JKOSIy2DOCMnzq,anonymous,EN,1,5e90b7d2dc69fd3de27660f3,"I pay attention ",,,,,,,,,,2,1,1,1,2,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e90b7d2dc69fd3de27660f3
2022-12-23 14:10:30,2022-12-23 14:15:44,0,100,314,1,2022-12-23 14:15:45,R_1MK7RJayq3dbkKY,anonymous,EN,1,631f1b608af38f654d2a3b1f,i pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631f1b608af38f654d2a3b1f
2022-12-23 14:14:05,2022-12-23 14:15:49,0,100,103,1,2022-12-23 14:15:49,R_1mszTOMFCXpIKTI,anonymous,EN,1,5b478f96af1dd300017805fe,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,5b478f96af1dd300017805fe
2022-12-23 14:15:23,2022-12-23 14:16:32,0,100,69,1,2022-12-23 14:16:33,R_2RVx47fYTlTGF15,anonymous,EN,1,558a9729fdf99b6567d005ab,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558a9729fdf99b6567d005ab
2022-12-23 14:13:42,2022-12-23 14:17:09,0,100,207,1,2022-12-23 14:17:11,R_3KJw3aKFn2XNZFt,anonymous,EN,1,5df490aa6e4db6337452be8b,I pay attention,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5df490aa6e4db6337452be8b
2022-12-23 14:13:54,2022-12-23 14:17:40,0,100,226,1,2022-12-23 14:17:40,R_OOQeq0xj2UarphT,anonymous,EN,1,60351247578fd3c8a663ee03,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60351247578fd3c8a663ee03
2022-12-23 14:16:49,2022-12-23 14:17:51,0,100,61,1,2022-12-23 14:17:52,R_SDkx71cDEtFIOjf,anonymous,EN,1,5cfa77e907f7dd0001b163b7,I pay attention,,,,,,,,,,2,2,2,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5cfa77e907f7dd0001b163b7
2022-12-23 14:17:18,2022-12-23 14:18:37,0,100,78,1,2022-12-23 14:18:37,R_2anVwkKGYWuz9IB,anonymous,EN,1,60ff370d72c7318d3e672c04,"I pay attention ",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60ff370d72c7318d3e672c04
2022-12-23 14:18:04,2022-12-23 14:19:17,0,100,73,1,2022-12-23 14:19:18,R_2ayIr37c6zpWmPF,anonymous,EN,1,559002fefdf99b3f7aada38f,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559002fefdf99b3f7aada38f
2022-12-23 14:17:59,2022-12-23 14:19:50,0,100,110,1,2022-12-23 14:19:50,R_0qbMl8pYHfXB6VP,anonymous,EN,1,5ea89a8b6b6ee52ee578a90a,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,5ea89a8b6b6ee52ee578a90a
2022-12-23 14:18:24,2022-12-23 14:19:55,0,100,90,1,2022-12-23 14:19:56,R_AtxfPtJs7z4tDd7,anonymous,EN,1,6164b61dfd9a3894cccab2a2,"I pay attention ",,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6164b61dfd9a3894cccab2a2
2022-12-23 14:18:31,2022-12-23 14:21:10,0,100,158,1,2022-12-23 14:21:10,R_2wiOvhol2N3FZj2,anonymous,EN,1,6334a4b1a13b244bc86175c6,"I pay attention ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,2,1,1,2,1,,,,,,,,,,,,,,,,,,,6334a4b1a13b244bc86175c6
2022-12-23 14:18:09,2022-12-23 14:21:24,0,100,194,1,2022-12-23 14:21:24,R_3p2LsSKGweIHhLa,anonymous,EN,1,6138af26127651134a88842c,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6138af26127651134a88842c
2022-12-23 14:19:17,2022-12-23 14:21:45,0,100,147,1,2022-12-23 14:21:45,R_3dWlfgO385KukqK,anonymous,EN,1,613e9daebfabcfec5f0ce278,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,613e9daebfabcfec5f0ce278
2022-12-23 14:20:59,2022-12-23 14:21:59,0,100,60,1,2022-12-23 14:22:00,R_1H0OGy5IZTF0VFP,anonymous,EN,1,57ce74a271536c00015f12ed,I pay attention,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57ce74a271536c00015f12ed
2022-12-23 14:22:48,2022-12-23 14:23:39,0,100,50,1,2022-12-23 14:23:39,R_6unXv2y5Yv0diFj,anonymous,EN,1,5b1846624c72120001f1beba,"I pay attention ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b1846624c72120001f1beba
2022-12-23 14:21:13,2022-12-23 14:23:43,0,100,149,1,2022-12-23 14:23:43,R_WllEGpPAyJYhYPv,anonymous,EN,1,5e649c198b69732234df7db8,I pay attention,,,,,,,,,,2,2,2,1,1,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e649c198b69732234df7db8
2022-12-23 14:23:07,2022-12-23 14:24:17,0,100,69,1,2022-12-23 14:24:17,R_3VpeuSKyKmzctHj,anonymous,EN,1,5aaa7ccbf8a57d00010fe4d1,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,1,1,2,,,,,,,,,,5aaa7ccbf8a57d00010fe4d1
2022-12-23 14:21:47,2022-12-23 14:25:00,0,100,193,1,2022-12-23 14:25:01,R_3MAMHEnUCCNKhGc,anonymous,EN,1,574450f63fdc69000e09555d,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574450f63fdc69000e09555d
2022-12-23 14:24:24,2022-12-23 14:25:30,0,100,65,1,2022-12-23 14:25:30,R_3PgHCX3xHG3KRCc,anonymous,EN,1,627e6dad6595f6c2f2f00a1f,I pay attention,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627e6dad6595f6c2f2f00a1f
2022-12-23 14:24:23,2022-12-23 14:25:41,0,100,78,1,2022-12-23 14:25:42,R_3HAHVsOsnflHU3V,anonymous,EN,1,610933fa1d369f7bb87b05ec,"I pay attention ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610933fa1d369f7bb87b05ec
2022-12-23 14:24:43,2022-12-23 14:25:47,0,100,64,1,2022-12-23 14:25:47,R_scIdjnZOjNrHBgl,anonymous,EN,1,5c75419284e176001254c7a5,"I pay attention ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c75419284e176001254c7a5
2022-12-23 14:22:38,2022-12-23 14:26:12,0,100,214,1,2022-12-23 14:26:13,R_1d4U5t7cXFgUDPM,anonymous,EN,1,5f763e6e7632050c3712feac,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,1,2,1,1,5f763e6e7632050c3712feac
2022-12-23 14:25:32,2022-12-23 14:26:50,0,100,78,1,2022-12-23 14:26:51,R_30eN2JcENkY3O3b,anonymous,EN,1,62e12fbfcfefe85c35468bff,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,62e12fbfcfefe85c35468bff
2022-12-23 14:25:25,2022-12-23 14:26:53,0,100,87,1,2022-12-23 14:26:53,R_rj527jLCQ182KD7,anonymous,EN,1,5fc44494862e3e78b8181623,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,5fc44494862e3e78b8181623
2022-12-23 14:25:17,2022-12-23 14:27:44,0,100,147,1,2022-12-23 14:27:45,R_vIYsG7lBSssHNV7,anonymous,EN,1,60fcf1ff71df575c5e0cf9a3,"I pay attention ",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60fcf1ff71df575c5e0cf9a3
2022-12-23 14:27:41,2022-12-23 14:29:10,0,100,89,1,2022-12-23 14:29:11,R_1j8s0EMklP3F0ur,anonymous,EN,1,600473adcef0ed5bbd905567,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600473adcef0ed5bbd905567
2022-12-23 14:25:53,2022-12-23 14:29:24,0,100,211,1,2022-12-23 14:29:25,R_24uQau1CgAKEupd,anonymous,EN,1,5e5e9f949ec7440200735db7,I pay attention,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e5e9f949ec7440200735db7
2022-12-23 14:28:29,2022-12-23 14:29:57,0,100,87,1,2022-12-23 14:29:57,R_2uqix0qOM3F7QoQ,anonymous,EN,1,5edb487096035b7c2ab90276,I pay attention,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5edb487096035b7c2ab90276
2022-12-23 14:27:42,2022-12-23 14:30:07,0,100,145,1,2022-12-23 14:30:08,R_xiy0T4Fg4Jqs69r,anonymous,EN,1,5dd7b300a71de875640dc574,"I pay attention ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dd7b300a71de875640dc574
2022-12-23 14:29:06,2022-12-23 14:30:14,0,100,67,1,2022-12-23 14:30:14,R_1KxbTsiJXD18gxk,anonymous,EN,1,60feb16956da712d1942e839,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,60feb16956da712d1942e839
2022-12-23 14:28:54,2022-12-23 14:30:26,0,100,91,1,2022-12-23 14:30:26,R_RaFKklWS8KSOt45,anonymous,EN,1,60a2abc7d14eb0935100dd31,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,1,1,1,2,,,,,,,,,,,,,,,,,,,60a2abc7d14eb0935100dd31
2022-12-23 14:27:22,2022-12-23 14:30:28,0,100,185,1,2022-12-23 14:30:28,R_3fN9pXLAU0Qcgav,anonymous,EN,1,6319450b7a1d203beb9fac1c,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6319450b7a1d203beb9fac1c
2022-12-23 14:29:06,2022-12-23 14:30:39,0,100,92,1,2022-12-23 14:30:39,R_1ey5736rEnFR1xg,anonymous,EN,1,5485df6efdf99b416d19fe90,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5485df6efdf99b416d19fe90
2022-12-23 14:26:37,2022-12-23 14:31:06,0,100,269,1,2022-12-23 14:31:07,R_2P7LMUjDd5u9p1f,anonymous,EN,1,5c1c906215a94b00018d4dd3 5c1c906215a94b00018d4dd3@email.prolific.co,"I pay attention ",,,,,,,,,,1,2,2,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c1c906215a94b00018d4dd3
2022-12-23 14:29:47,2022-12-23 14:31:10,0,100,83,1,2022-12-23 14:31:11,R_xnmbXilN13UXBZv,anonymous,EN,1,5c3e82e91580e9000122d204,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c3e82e91580e9000122d204
2022-12-23 14:30:07,2022-12-23 14:31:14,0,100,66,1,2022-12-23 14:31:14,R_6W3eR1nngIJYUff,anonymous,EN,1,5fb9402d4e110a7750fd2642,I pay attention,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fb9402d4e110a7750fd2642
2022-12-23 14:30:00,2022-12-23 14:31:35,0,100,94,1,2022-12-23 14:31:35,R_RWzbvstmjEZ7ujn,anonymous,EN,1,5654b02b04212700104a1d45,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5654b02b04212700104a1d45
2022-12-23 14:30:00,2022-12-23 14:31:40,0,100,100,1,2022-12-23 14:31:41,R_4TOIESyic7EakVj,anonymous,EN,1,5953e1ebf904fb00019d9c73,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953e1ebf904fb00019d9c73
2022-12-23 14:30:36,2022-12-23 14:31:51,0,100,74,1,2022-12-23 14:31:51,R_pgv888yWb16JmDv,anonymous,EN,1,55e733aa41988f001075ce1f,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,55e733aa41988f001075ce1f
2022-12-23 14:31:07,2022-12-23 14:31:55,0,100,47,1,2022-12-23 14:31:55,R_2qdAwENJRnomFUW,anonymous,EN,1,5d49dd914aff6e0001fb6eaf,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5d49dd914aff6e0001fb6eaf
2022-12-23 14:30:27,2022-12-23 14:32:03,0,100,95,1,2022-12-23 14:32:03,R_cYzWrxMQHWF8CS5,anonymous,EN,1,62d55884dab921b8f29f5da6,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,62d55884dab921b8f29f5da6
2022-12-23 14:30:51,2022-12-23 14:32:19,0,100,88,1,2022-12-23 14:32:19,R_3hgP5ImOdXn8uNQ,anonymous,EN,1,5a0229a5728b1b0001ad8b5b,"I pay attention ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,1,1,1,1,5a0229a5728b1b0001ad8b5b
2022-12-23 14:30:38,2022-12-23 14:32:22,0,100,104,1,2022-12-23 14:32:23,R_1QiTa3bA48tlLKe,anonymous,EN,1,610817e75d1ed4e2f023f912,I pay attention,,,,,,,,,,,,,,,,,,,2,2,1,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610817e75d1ed4e2f023f912
2022-12-23 14:29:41,2022-12-23 14:32:26,0,100,164,1,2022-12-23 14:32:26,R_1f1tYderO59pNxQ,anonymous,EN,1,5caa4435fd086000196ddf13,I pay attention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,5caa4435fd086000196ddf13
