id_user;hits;rate;age;gender;region;province;years_study;status;guess;start_date;end_date
10516;32;53.33333333;26;female;andalucia;sevilla;19;7;60;16/07/2020 20:37;16/07/2020 20:47
10517;37;61.66666667;42;male;madrid;madrid;15;7;70;16/07/2020 20:39;16/07/2020 20:47
10518;40;66.66666667;43;male;madrid;madrid;19;7;50;16/07/2020 20:38;16/07/2020 20:47
10519;40;66.66666667;42;male;navarra;navarra;19;7;70;16/07/2020 20:37;16/07/2020 20:47
10520;38;63.33333333;33;male;pais_vasco;guipuzcoa;22;6;60;16/07/2020 20:37;16/07/2020 20:47
10521;31;51.66666667;34;male;catalunya;gerona;19;6;60;16/07/2020 20:39;16/07/2020 20:47
10522;45;75;23;other;madrid;madrid;1;5;70;16/07/2020 20:39;16/07/2020 20:47
10523;42;70;41;female;madrid;madrid;19;7;70;16/07/2020 20:40;16/07/2020 20:47
10524;35;58.33333333;29;male;andalucia;sevilla;19;8;70;16/07/2020 20:38;16/07/2020 20:47
10528;44;73.33333333;46;male;rioja;rioja;19;5;50;16/07/2020 20:39;16/07/2020 20:47
10530;33;55;32;female;andalucia;malaga;19;8;60;16/07/2020 20:40;16/07/2020 20:47
10531;45;75;35;male;cantabria;cantabria;19;6;60;16/07/2020 20:40;16/07/2020 20:47
10532;41;68.33333333;42;male;cantabria;cantabria;13;6;50;16/07/2020 20:40;16/07/2020 20:47
10534;35;58.33333333;45;male;aragon;zaragoza;19;7;80;16/07/2020 20:40;16/07/2020 20:48
10535;42;70;47;male;galicia;lugo;19;8;60;16/07/2020 20:41;16/07/2020 20:48
10536;38;63.33333333;54;male;aragon;huesca;19;7;70;16/07/2020 20:38;16/07/2020 20:48
10538;46;76.66666667;48;male;valencia;valencia;19;7;70;16/07/2020 20:41;16/07/2020 20:48
10539;29;48.33333333;27;male;madrid;madrid;19;8;70;16/07/2020 20:37;16/07/2020 20:48
10540;27;45;46;female;andalucia;cadiz;25;7;30;16/07/2020 20:39;16/07/2020 20:48
10541;43;71.66666667;40;male;murcia;murcia;19;7;50;16/07/2020 20:40;16/07/2020 20:48
10542;45;75;35;female;madrid;madrid;22;7;70;16/07/2020 20:40;16/07/2020 20:48
10543;43;71.66666667;43;female;catalunya;barcelona;19;6;50;16/07/2020 20:43;16/07/2020 20:48
10545;42;70;41;male;out;out;23;7;60;16/07/2020 20:40;16/07/2020 20:48
10546;44;73.33333333;39;male;asturias;asturias;15;7;50;16/07/2020 20:40;16/07/2020 20:48
10547;38;63.33333333;34;male;catalunya;barcelona;21;7;60;16/07/2020 20:40;16/07/2020 20:48
10549;37;61.66666667;35;male;canarias;las_palmas;19;4;60;16/07/2020 20:41;16/07/2020 20:48
10553;38;63.33333333;35;female;catalunya;barcelona;20;5;70;16/07/2020 20:42;16/07/2020 20:49
10556;44;73.33333333;40;male;castilla_leon;leon;19;8;70;16/07/2020 20:39;16/07/2020 20:49
10557;25;41.66666667;40;male;madrid;madrid;16;4;20;16/07/2020 20:41;16/07/2020 20:49
10560;38;63.33333333;34;female;out;out;0;3;50;16/07/2020 20:41;16/07/2020 20:49
10561;41;68.33333333;46;male;catalunya;tarragona;11;2;70;16/07/2020 20:40;16/07/2020 20:49
10562;52;86.66666667;31;male;valencia;alicante;21;6;80;16/07/2020 20:43;16/07/2020 20:49
10563;46;76.66666667;53;male;pais_vasco;guipuzcoa;16;6;80;16/07/2020 20:41;16/07/2020 20:49
10564;49;81.66666667;38;male;valencia;alicante;19;8;70;16/07/2020 20:42;16/07/2020 20:49
10566;36;60;37;male;catalunya;barcelona;19;7;70;16/07/2020 20:40;16/07/2020 20:49
10569;45;75;53;male;asturias;asturias;12;7;60;16/07/2020 20:44;16/07/2020 20:49
10570;40;66.66666667;49;male;galicia;corunya;19;6;60;16/07/2020 20:42;16/07/2020 20:49
10572;31;51.66666667;38;male;madrid;madrid;17;6;70;16/07/2020 20:40;16/07/2020 20:50
10575;50;83.33333333;50;female;pais_vasco;vizcaya;20;4;50;16/07/2020 20:41;16/07/2020 20:50
10576;36;60;77;male;aragon;zaragoza;11;6;70;16/07/2020 20:42;16/07/2020 20:50
10577;41;68.33333333;25;female;asturias;asturias;20;6;80;16/07/2020 20:43;16/07/2020 20:50
10578;43;71.66666667;47;male;catalunya;barcelona;17;3;60;16/07/2020 20:39;16/07/2020 20:50
10580;41;68.33333333;45;female;out;out;16;3;50;16/07/2020 20:43;16/07/2020 20:50
10581;41;68.33333333;41;male;aragon;zaragoza;19;8;50;16/07/2020 20:35;16/07/2020 20:50
10583;42;70;28;female;castilla_leon;burgos;21;5;50;16/07/2020 20:44;16/07/2020 20:50
10585;35;58.33333333;33;male;cantabria;cantabria;20;7;80;16/07/2020 20:44;16/07/2020 20:50
10587;42;70;43;male;baleares;baleares;18;6;60;16/07/2020 20:42;16/07/2020 20:50
10590;52;86.66666667;46;male;madrid;madrid;15;3;70;16/07/2020 20:42;16/07/2020 20:51
10591;41;68.33333333;39;male;andalucia;huelva;19;8;60;16/07/2020 20:42;16/07/2020 20:51
10592;35;58.33333333;45;male;madrid;madrid;19;5;60;16/07/2020 20:41;16/07/2020 20:51
10593;41;68.33333333;30;male;asturias;asturias;22;7;50;16/07/2020 20:44;16/07/2020 20:51
10594;43;71.66666667;42;male;pais_vasco;vizcaya;19;7;50;16/07/2020 20:41;16/07/2020 20:51
10596;34;56.66666667;57;male;aragon;teruel;19;6;60;16/07/2020 20:42;16/07/2020 20:51
10598;34;56.66666667;47;male;aragon;zaragoza;19;4;60;16/07/2020 20:41;16/07/2020 20:51
10599;38;63.33333333;38;male;cantabria;cantabria;19;6;70;16/07/2020 20:42;16/07/2020 20:51
10600;43;71.66666667;43;male;galicia;corunya;19;6;70;16/07/2020 20:43;16/07/2020 20:51
10601;31;51.66666667;38;female;pais_vasco;vizcaya;19;5;50;16/07/2020 20:43;16/07/2020 20:51
10602;26;43.33333333;40;male;madrid;madrid;15;7;60;16/07/2020 20:42;16/07/2020 20:51
10603;40;66.66666667;34;male;catalunya;barcelona;19;7;60;16/07/2020 20:43;16/07/2020 20:51
10606;32;53.33333333;59;female;andalucia;cadiz;19;5;50;16/07/2020 20:40;16/07/2020 20:51
10609;41;68.33333333;47;male;catalunya;tarragona;20;6;70;16/07/2020 20:43;16/07/2020 20:51
10610;42;70;56;male;pais_vasco;guipuzcoa;19;7;70;16/07/2020 20:44;16/07/2020 20:51
10611;40;66.66666667;41;female;cantabria;cantabria;19;6;50;16/07/2020 20:44;16/07/2020 20:51
10612;50;83.33333333;26;male;castilla_leon;salamanca;19;7;80;16/07/2020 20:45;16/07/2020 20:51
10614;42;70;46;male;pais_vasco;guipuzcoa;19;7;70;16/07/2020 20:45;16/07/2020 20:51
10615;34;56.66666667;76;male;galicia;pontevedra;25;4;70;16/07/2020 20:40;16/07/2020 20:51
10617;43;71.66666667;35;male;andalucia;sevilla;19;6;50;16/07/2020 20:45;16/07/2020 20:52
10618;44;73.33333333;36;male;madrid;madrid;20;8;70;16/07/2020 20:45;16/07/2020 20:52
10620;33;55;31;female;andalucia;malaga;14;6;100;16/07/2020 20:43;16/07/2020 20:52
10621;36;60;42;female;pais_vasco;alava;15;7;70;16/07/2020 20:45;16/07/2020 20:52
10622;47;78.33333333;33;male;galicia;pontevedra;21;6;60;16/07/2020 20:45;16/07/2020 20:52
10625;53;88.33333333;42;male;castilla_leon;palencia;19;4;50;16/07/2020 20:47;16/07/2020 20:52
10626;28;46.66666667;25;female;andalucia;cadiz;19;6;70;16/07/2020 20:42;16/07/2020 20:52
10628;45;75;40;male;madrid;madrid;19;4;60;16/07/2020 20:41;16/07/2020 20:52
10630;36;60;34;female;out;out;19;8;40;16/07/2020 20:43;16/07/2020 20:52
10631;37;61.66666667;35;male;galicia;pontevedra;17;4;70;16/07/2020 20:44;16/07/2020 20:52
10633;37;61.66666667;45;male;aragon;huesca;19;5;60;16/07/2020 20:42;16/07/2020 20:52
10635;28;46.66666667;26;female;madrid;madrid;20;4;60;16/07/2020 20:44;16/07/2020 20:52
10637;27;45;24;male;galicia;orense;19;6;40;16/07/2020 20:44;16/07/2020 20:52
10638;36;60;30;male;out;out;19;7;70;16/07/2020 20:43;16/07/2020 20:52
10639;39;65;28;male;canarias;las_palmas;21;7;80;16/07/2020 20:45;16/07/2020 20:52
10640;35;58.33333333;40;female;castilla_mancha;ciudadreal;24;5;80;16/07/2020 20:44;16/07/2020 20:53
10641;30;50;24;female;galicia;orense;19;6;40;16/07/2020 20:44;16/07/2020 20:53
10642;48;80;32;male;madrid;madrid;23;8;80;16/07/2020 20:44;16/07/2020 20:53
10644;45;75;65;male;canarias;las_palmas;8;5;50;16/07/2020 20:46;16/07/2020 20:53
10645;38;63.33333333;30;male;madrid;madrid;18;3;70;16/07/2020 20:44;16/07/2020 20:53
10647;46;76.66666667;51;female;catalunya;barcelona;19;5;90;16/07/2020 20:45;16/07/2020 20:53
10648;41;68.33333333;45;male;asturias;asturias;19;7;70;16/07/2020 20:44;16/07/2020 20:53
10649;26;43.33333333;25;male;andalucia;malaga;19;6;70;16/07/2020 20:44;16/07/2020 20:53
10650;40;66.66666667;44;male;andalucia;sevilla;19;7;70;16/07/2020 20:46;16/07/2020 20:53
10651;43;71.66666667;34;male;galicia;corunya;19;7;70;16/07/2020 20:45;16/07/2020 20:53
10654;33;55;18;female;murcia;murcia;15;7;60;16/07/2020 20:45;16/07/2020 20:53
10656;39;65;40;male;pais_vasco;alava;19;5;40;16/07/2020 20:45;16/07/2020 20:53
10657;44;73.33333333;29;male;out;out;19;3;80;16/07/2020 20:44;16/07/2020 20:53
10658;41;68.33333333;50;male;madrid;madrid;15;7;60;16/07/2020 20:45;16/07/2020 20:53
10660;43;71.66666667;35;male;castilla_leon;palencia;19;3;60;16/07/2020 20:46;16/07/2020 20:53
10661;36;60;30;female;andalucia;cadiz;19;7;50;16/07/2020 20:45;16/07/2020 20:53
10664;28;46.66666667;31;female;galicia;corunya;17;5;60;16/07/2020 20:46;16/07/2020 20:54
10665;46;76.66666667;33;male;andalucia;cordoba;21;4;70;16/07/2020 20:47;16/07/2020 20:54
10666;42;70;41;male;galicia;lugo;14;6;60;16/07/2020 20:46;16/07/2020 20:54
10667;16;26.66666667;28;male;madrid;madrid;23;8;60;16/07/2020 20:45;16/07/2020 20:54
10668;19;31.66666667;62;female;andalucia;cadiz;13;4;40;16/07/2020 20:45;16/07/2020 20:54
10673;43;71.66666667;40;male;madrid;madrid;19;5;30;16/07/2020 20:47;16/07/2020 20:54
10675;40;66.66666667;49;male;catalunya;barcelona;19;5;50;16/07/2020 20:45;16/07/2020 20:54
10676;35;58.33333333;29;female;madrid;madrid;19;7;70;16/07/2020 20:44;16/07/2020 20:54
10678;43;71.66666667;34;male;pais_vasco;vizcaya;19;8;90;16/07/2020 20:45;16/07/2020 20:54
10679;41;68.33333333;56;male;andalucia;malaga;13;2;20;16/07/2020 20:46;16/07/2020 20:54
10680;42;70;50;male;asturias;asturias;17;1;50;16/07/2020 20:47;16/07/2020 20:54
10682;39;65;51;female;catalunya;barcelona;19;5;50;16/07/2020 20:47;16/07/2020 20:54
10684;38;63.33333333;40;male;catalunya;barcelona;21;8;80;16/07/2020 20:45;16/07/2020 20:54
10687;38;63.33333333;29;male;galicia;corunya;19;5;70;16/07/2020 20:46;16/07/2020 20:54
10690;33;55;52;male;valencia;valencia;19;5;50;16/07/2020 20:46;16/07/2020 20:54
10691;36;60;35;male;galicia;pontevedra;13;5;90;16/07/2020 20:45;16/07/2020 20:54
10692;46;76.66666667;45;male;andalucia;sevilla;19;5;60;16/07/2020 20:48;16/07/2020 20:54
10694;27;45;52;male;castilla_mancha;toledo;19;7;80;16/07/2020 20:47;16/07/2020 20:55
10695;43;71.66666667;56;male;catalunya;lerida;22;7;90;16/07/2020 20:45;16/07/2020 20:55
10696;32;53.33333333;37;male;madrid;madrid;13;6;60;16/07/2020 20:46;16/07/2020 20:55
10697;32;53.33333333;35;male;cantabria;cantabria;19;6;60;16/07/2020 20:47;16/07/2020 20:55
10699;35;58.33333333;19;male;castilla_mancha;albacete;15;6;40;16/07/2020 20:46;16/07/2020 20:55
10700;38;63.33333333;25;male;madrid;madrid;19;7;60;16/07/2020 20:47;16/07/2020 20:55
10702;44;73.33333333;41;male;pais_vasco;guipuzcoa;19;5;60;16/07/2020 20:45;16/07/2020 20:55
10703;38;63.33333333;28;male;murcia;murcia;6;3;40;16/07/2020 20:47;16/07/2020 20:55
10705;33;55;44;female;madrid;madrid;23;5;80;16/07/2020 20:46;16/07/2020 20:55
10706;36;60;33;male;pais_vasco;alava;19;7;70;16/07/2020 20:47;16/07/2020 20:55
10707;48;80;44;male;valencia;valencia;25;7;60;16/07/2020 20:47;16/07/2020 20:55
10708;33;55;34;male;madrid;madrid;19;5;50;16/07/2020 20:43;16/07/2020 20:55
10709;38;63.33333333;59;male;catalunya;barcelona;13;3;30;16/07/2020 20:45;16/07/2020 20:55
10710;37;61.66666667;55;male;andalucia;sevilla;19;7;70;16/07/2020 20:46;16/07/2020 20:55
10711;36;60;30;male;madrid;madrid;8;2;40;16/07/2020 20:47;16/07/2020 20:55
10712;39;65;53;male;catalunya;barcelona;12;6;60;16/07/2020 20:44;16/07/2020 20:55
10713;39;65;38;female;andalucia;sevilla;13;7;60;16/07/2020 20:47;16/07/2020 20:55
10714;37;61.66666667;36;male;madrid;madrid;19;7;70;16/07/2020 20:47;16/07/2020 20:55
10715;34;56.66666667;27;other;castilla_leon;soria;16;3;60;16/07/2020 20:38;16/07/2020 20:55
10717;49;81.66666667;34;male;madrid;madrid;19;4;80;16/07/2020 20:47;16/07/2020 20:55
10718;36;60;69;male;andalucia;granada;19;6;50;16/07/2020 20:47;16/07/2020 20:55
10719;38;63.33333333;25;male;cantabria;cantabria;19;7;80;16/07/2020 20:44;16/07/2020 20:55
10720;44;73.33333333;28;male;baleares;baleares;19;7;70;16/07/2020 20:50;16/07/2020 20:55
10721;38;63.33333333;40;male;galicia;orense;16;7;60;16/07/2020 20:47;16/07/2020 20:56
10723;34;56.66666667;30;other;galicia;corunya;19;4;60;16/07/2020 20:48;16/07/2020 20:56
10724;39;65;37;male;out;out;19;7;70;16/07/2020 20:46;16/07/2020 20:56
10726;42;70;50;male;pais_vasco;vizcaya;16;3;70;16/07/2020 20:49;16/07/2020 20:56
10727;40;66.66666667;24;male;aragon;zaragoza;20;6;60;16/07/2020 20:48;16/07/2020 20:56
10729;46;76.66666667;20;other;out;out;16;7;70;16/07/2020 20:47;16/07/2020 20:56
10730;40;66.66666667;35;male;pais_vasco;vizcaya;19;6;80;16/07/2020 20:48;16/07/2020 20:56
10731;40;66.66666667;43;male;out;out;19;6;50;16/07/2020 20:49;16/07/2020 20:56
10732;47;78.33333333;36;male;galicia;corunya;24;6;60;16/07/2020 20:48;16/07/2020 20:56
10733;45;75;45;male;catalunya;barcelona;19;7;80;16/07/2020 20:49;16/07/2020 20:56
10735;41;68.33333333;37;male;galicia;corunya;19;6;80;16/07/2020 20:47;16/07/2020 20:56
10740;45;75;46;male;madrid;madrid;13;4;60;16/07/2020 20:47;16/07/2020 20:56
10741;31;51.66666667;24;male;andalucia;almeria;19;5;70;16/07/2020 20:48;16/07/2020 20:57
10742;43;71.66666667;37;male;castilla_mancha;ciudadreal;18;6;70;16/07/2020 20:50;16/07/2020 20:57
10743;40;66.66666667;46;female;madrid;madrid;19;7;60;16/07/2020 20:48;16/07/2020 20:57
10744;41;68.33333333;39;male;pais_vasco;alava;23;7;100;16/07/2020 20:50;16/07/2020 20:57
10746;36;60;42;female;andalucia;sevilla;20;6;60;16/07/2020 20:47;16/07/2020 20:57
10747;41;68.33333333;38;male;out;out;19;7;50;16/07/2020 20:48;16/07/2020 20:57
10749;41;68.33333333;37;male;madrid;madrid;19;7;60;16/07/2020 20:48;16/07/2020 20:57
10751;40;66.66666667;40;female;galicia;corunya;10;5;80;16/07/2020 20:49;16/07/2020 20:57
10754;46;76.66666667;41;male;murcia;murcia;19;8;80;16/07/2020 20:48;16/07/2020 20:57
10755;42;70;36;male;andalucia;malaga;19;6;70;16/07/2020 20:49;16/07/2020 20:57
10756;39;65;68;female;galicia;corunya;21;8;70;16/07/2020 20:48;16/07/2020 20:57
10757;30;50;60;female;andalucia;cordoba;19;6;90;16/07/2020 20:49;16/07/2020 20:57
10758;35;58.33333333;50;female;catalunya;barcelona;16;5;20;16/07/2020 20:48;16/07/2020 20:57
10761;38;63.33333333;67;female;catalunya;barcelona;9;5;50;16/07/2020 20:47;16/07/2020 20:57
10762;40;66.66666667;37;male;andalucia;malaga;17;5;80;16/07/2020 20:49;16/07/2020 20:57
10763;34;56.66666667;38;male;andalucia;cordoba;19;6;100;16/07/2020 20:50;16/07/2020 20:57
10766;44;73.33333333;55;male;pais_vasco;guipuzcoa;17;5;70;16/07/2020 20:49;16/07/2020 20:58
10767;35;58.33333333;39;female;madrid;madrid;19;7;50;16/07/2020 20:49;16/07/2020 20:58
10768;32;53.33333333;37;male;canarias;las_palmas;19;6;70;16/07/2020 20:49;16/07/2020 20:58
10769;43;71.66666667;30;female;aragon;zaragoza;17;7;60;16/07/2020 20:51;16/07/2020 20:58
10771;37;61.66666667;61;male;murcia;murcia;13;5;60;16/07/2020 20:47;16/07/2020 20:58
10772;48;80;36;male;madrid;madrid;19;7;50;16/07/2020 20:48;16/07/2020 20:58
10773;41;68.33333333;31;male;aragon;teruel;20;8;60;16/07/2020 20:50;16/07/2020 20:58
10774;44;73.33333333;42;female;galicia;corunya;19;5;40;16/07/2020 20:49;16/07/2020 20:58
10775;35;58.33333333;41;female;madrid;madrid;19;6;50;16/07/2020 20:49;16/07/2020 20:58
10776;43;71.66666667;36;female;pais_vasco;vizcaya;19;6;80;16/07/2020 20:52;16/07/2020 20:58
10779;25;41.66666667;40;male;andalucia;sevilla;18;5;70;16/07/2020 20:48;16/07/2020 20:58
10780;41;68.33333333;33;female;catalunya;barcelona;24;6;60;16/07/2020 20:50;16/07/2020 20:59
10781;43;71.66666667;43;male;andalucia;granada;13;4;60;16/07/2020 20:51;16/07/2020 20:59
10784;31;51.66666667;64;male;navarra;navarra;17;5;60;16/07/2020 20:50;16/07/2020 20:59
10785;45;75;24;male;murcia;murcia;5;7;60;16/07/2020 20:51;16/07/2020 20:59
10786;39;65;47;female;madrid;madrid;19;7;60;16/07/2020 20:51;16/07/2020 20:59
10787;43;71.66666667;32;female;murcia;murcia;19;6;60;16/07/2020 20:23;16/07/2020 20:59
10788;40;66.66666667;38;male;catalunya;lerida;25;5;70;16/07/2020 20:49;16/07/2020 20:59
10790;34;56.66666667;36;male;out;out;19;6;70;16/07/2020 20:47;16/07/2020 20:59
10791;33;55;33;male;catalunya;barcelona;23;6;0;16/07/2020 20:53;16/07/2020 20:59
10792;36;60;34;female;catalunya;tarragona;16;7;60;16/07/2020 20:49;16/07/2020 20:59
10793;45;75;47;male;pais_vasco;alava;19;7;80;16/07/2020 20:51;16/07/2020 20:59
10794;31;51.66666667;43;female;andalucia;cadiz;13;5;40;16/07/2020 20:51;16/07/2020 20:59
10795;38;63.33333333;28;female;aragon;zaragoza;19;7;60;16/07/2020 20:50;16/07/2020 20:59
10796;36;60;35;male;castilla_leon;leon;19;8;70;16/07/2020 20:51;16/07/2020 20:59
10797;39;65;37;male;catalunya;barcelona;17;5;60;16/07/2020 20:52;16/07/2020 20:59
10798;51;85;37;male;asturias;asturias;19;7;70;16/07/2020 20:52;16/07/2020 20:59
10799;42;70;49;male;pais_vasco;vizcaya;19;7;50;16/07/2020 20:50;16/07/2020 20:59
10800;46;76.66666667;43;male;andalucia;malaga;17;4;70;16/07/2020 20:51;16/07/2020 20:59
10801;35;58.33333333;28;female;aragon;zaragoza;20;5;60;16/07/2020 20:52;16/07/2020 20:59
10802;31;51.66666667;37;female;castilla_mancha;cuenca;19;7;70;16/07/2020 20:49;16/07/2020 21:00
10804;44;73.33333333;45;male;baleares;baleares;13;5;70;16/07/2020 20:53;16/07/2020 21:00
10805;41;68.33333333;45;male;andalucia;sevilla;19;2;50;16/07/2020 20:52;16/07/2020 21:00
10806;41;68.33333333;33;male;aragon;zaragoza;19;6;70;16/07/2020 20:51;16/07/2020 21:00
10808;31;51.66666667;42;male;baleares;baleares;19;6;60;16/07/2020 20:48;16/07/2020 21:00
10809;44;73.33333333;38;male;castilla_mancha;albacete;19;5;60;16/07/2020 20:53;16/07/2020 21:00
10811;30;50;44;male;baleares;baleares;13;7;50;16/07/2020 20:50;16/07/2020 21:00
10816;32;53.33333333;51;male;madrid;madrid;19;7;60;16/07/2020 20:50;16/07/2020 21:00
10817;36;60;39;male;catalunya;barcelona;17;3;60;16/07/2020 20:49;16/07/2020 21:00
10818;32;53.33333333;38;female;pais_vasco;alava;18;7;60;16/07/2020 20:54;16/07/2020 21:00
10819;30;50;43;female;catalunya;tarragona;19;7;60;16/07/2020 20:52;16/07/2020 21:00
10821;39;65;52;female;andalucia;sevilla;19;4;40;16/07/2020 20:52;16/07/2020 21:00
10822;26;43.33333333;28;male;aragon;zaragoza;19;8;60;16/07/2020 20:50;16/07/2020 21:00
10823;25;41.66666667;43;female;baleares;baleares;17;6;60;16/07/2020 20:52;16/07/2020 21:00
10824;39;65;26;male;aragon;zaragoza;20;8;60;16/07/2020 20:51;16/07/2020 21:00
10825;36;60;41;male;madrid;madrid;19;7;60;16/07/2020 20:52;16/07/2020 21:01
10826;47;78.33333333;36;male;canarias;tenerife;19;7;70;16/07/2020 20:53;16/07/2020 21:01
10827;46;76.66666667;33;male;pais_vasco;alava;17;3;40;16/07/2020 20:52;16/07/2020 21:01
10828;35;58.33333333;49;male;galicia;corunya;20;8;70;16/07/2020 20:50;16/07/2020 21:01
10830;40;66.66666667;27;male;aragon;zaragoza;19;7;80;16/07/2020 20:53;16/07/2020 21:01
10831;36;60;30;female;madrid;madrid;19;6;40;16/07/2020 20:53;16/07/2020 21:01
10832;31;51.66666667;27;female;andalucia;sevilla;19;5;50;16/07/2020 20:53;16/07/2020 21:01
10834;44;73.33333333;41;male;castilla_leon;burgos;19;7;70;16/07/2020 20:53;16/07/2020 21:01
10835;40;66.66666667;43;female;madrid;madrid;19;7;60;16/07/2020 20:52;16/07/2020 21:01
10836;43;71.66666667;28;male;andalucia;sevilla;19;3;60;16/07/2020 20:51;16/07/2020 21:01
10837;41;68.33333333;22;female;catalunya;tarragona;20;3;60;16/07/2020 20:53;16/07/2020 21:01
10838;39;65;42;male;andalucia;malaga;16;2;70;16/07/2020 20:53;16/07/2020 21:01
10839;36;60;34;male;galicia;pontevedra;22;6;50;16/07/2020 20:52;16/07/2020 21:01
10841;37;61.66666667;49;male;madrid;madrid;19;7;80;16/07/2020 20:55;16/07/2020 21:01
10842;42;70;35;male;madrid;madrid;20;4;70;16/07/2020 20:53;16/07/2020 21:01
10844;33;55;29;female;out;out;21;5;70;16/07/2020 20:54;16/07/2020 21:02
10845;31;51.66666667;26;female;out;out;19;7;60;16/07/2020 20:53;16/07/2020 21:02
10846;42;70;51;male;andalucia;sevilla;15;6;70;16/07/2020 20:53;16/07/2020 21:02
10847;40;66.66666667;45;male;galicia;corunya;11;3;70;16/07/2020 20:53;16/07/2020 21:02
10848;34;56.66666667;34;male;pais_vasco;vizcaya;19;6;50;16/07/2020 20:52;16/07/2020 21:02
10849;36;60;33;male;asturias;asturias;17;6;50;16/07/2020 20:53;16/07/2020 21:02
10850;33;55;38;female;aragon;zaragoza;19;8;40;16/07/2020 20:54;16/07/2020 21:02
10851;34;56.66666667;22;female;andalucia;granada;19;7;70;16/07/2020 20:54;16/07/2020 21:02
10853;38;63.33333333;60;male;pais_vasco;vizcaya;19;7;50;16/07/2020 20:52;16/07/2020 21:02
10854;45;75;35;male;valencia;valencia;19;6;70;16/07/2020 20:55;16/07/2020 21:02
10855;34;56.66666667;40;male;galicia;corunya;19;4;60;16/07/2020 20:54;16/07/2020 21:02
10856;43;71.66666667;56;female;asturias;asturias;10;5;30;16/07/2020 20:52;16/07/2020 21:02
10857;29;48.33333333;47;male;andalucia;cadiz;19;7;50;16/07/2020 20:55;16/07/2020 21:02
10859;30;50;48;female;pais_vasco;vizcaya;19;8;60;16/07/2020 20:53;16/07/2020 21:02
10860;42;70;41;male;galicia;corunya;19;7;50;16/07/2020 20:54;16/07/2020 21:02
10861;39;65;24;male;aragon;huesca;20;7;80;16/07/2020 20:55;16/07/2020 21:02
10862;39;65;41;male;madrid;madrid;20;3;90;16/07/2020 20:55;16/07/2020 21:02
10871;43;71.66666667;31;male;madrid;madrid;15;3;50;16/07/2020 20:55;16/07/2020 21:03
10873;34;56.66666667;19;male;extremadura;badajoz;17;5;70;16/07/2020 20:54;16/07/2020 21:03
10874;49;81.66666667;49;male;baleares;baleares;19;9;80;16/07/2020 20:55;16/07/2020 21:03
10875;25;41.66666667;25;female;galicia;orense;19;5;40;16/07/2020 20:55;16/07/2020 21:03
10876;40;66.66666667;32;male;valencia;valencia;19;8;50;16/07/2020 20:56;16/07/2020 21:03
10877;27;45;21;female;extremadura;badajoz;19;7;50;16/07/2020 20:56;16/07/2020 21:03
10879;43;71.66666667;37;male;pais_vasco;vizcaya;21;8;70;16/07/2020 20:57;16/07/2020 21:03
10881;36;60;35;female;valencia;alicante;15;6;70;16/07/2020 20:54;16/07/2020 21:03
10882;38;63.33333333;19;male;valencia;alicante;15;4;50;16/07/2020 20:56;16/07/2020 21:03
10883;38;63.33333333;56;female;andalucia;sevilla;15;7;40;16/07/2020 20:54;16/07/2020 21:03
10884;34;56.66666667;24;female;castilla_mancha;ciudadreal;19;6;50;16/07/2020 20:54;16/07/2020 21:03
10885;34;56.66666667;32;male;madrid;madrid;17;7;70;16/07/2020 20:56;16/07/2020 21:03
10886;37;61.66666667;71;female;catalunya;tarragona;19;7;50;16/07/2020 20:53;16/07/2020 21:03
10888;41;68.33333333;43;male;galicia;pontevedra;19;6;70;16/07/2020 20:54;16/07/2020 21:03
10889;43;71.66666667;46;male;out;out;19;8;60;16/07/2020 20:56;16/07/2020 21:03
10894;44;73.33333333;29;female;andalucia;cordoba;19;5;80;16/07/2020 20:55;16/07/2020 21:04
10895;37;61.66666667;27;male;madrid;madrid;19;7;60;16/07/2020 20:54;16/07/2020 21:04
10898;38;63.33333333;58;male;andalucia;cordoba;16;5;80;16/07/2020 20:55;16/07/2020 21:04
10899;30;50;40;female;catalunya;barcelona;15;5;90;16/07/2020 20:55;16/07/2020 21:04
10900;36;60;33;female;madrid;madrid;19;5;60;16/07/2020 20:55;16/07/2020 21:04
10901;46;76.66666667;36;male;valencia;alicante;19;6;70;16/07/2020 20:56;16/07/2020 21:04
10902;36;60;34;male;pais_vasco;guipuzcoa;19;7;70;16/07/2020 20:54;16/07/2020 21:04
10903;36;60;35;male;extremadura;badajoz;19;8;70;16/07/2020 20:54;16/07/2020 21:04
10904;39;65;39;male;asturias;asturias;19;6;50;16/07/2020 20:56;16/07/2020 21:04
10905;40;66.66666667;57;female;catalunya;tarragona;19;7;70;16/07/2020 20:56;16/07/2020 21:05
10908;44;73.33333333;38;female;valencia;alicante;19;6;60;16/07/2020 20:56;16/07/2020 21:05
10909;48;80;40;female;galicia;lugo;19;4;70;16/07/2020 20:58;16/07/2020 21:05
10911;31;51.66666667;37;male;catalunya;barcelona;19;9;70;16/07/2020 20:55;16/07/2020 21:05
10912;46;76.66666667;27;male;galicia;corunya;24;7;70;16/07/2020 20:59;16/07/2020 21:05
10915;32;53.33333333;37;female;pais_vasco;vizcaya;21;8;70;16/07/2020 20:56;16/07/2020 21:05
10916;44;73.33333333;34;male;madrid;madrid;24;7;60;16/07/2020 20:57;16/07/2020 21:05
10918;42;70;34;male;castilla_leon;burgos;21;8;70;16/07/2020 20:56;16/07/2020 21:05
